index,Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,source
1594,HaCat,CCK-8,SiO2,48,400,29.952,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1595,HaCat,CCK-8,SiO2,72,25,66.667,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1596,HaCat,CCK-8,SiO2,72,50,54.831,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1597,HaCat,CCK-8,SiO2,72,100,44.928,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1598,HaCat,CCK-8,SiO2,72,200,31.643,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1599,HaCat,CCK-8,SiO2,72,400,19.807,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1600,HaCat,CCK-8,SiO2,24,25,78.385,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1601,HaCat,CCK-8,SiO2,24,50,64.371,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1602,HaCat,CCK-8,SiO2,24,100,47.506,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1603,HaCat,CCK-8,SiO2,24,200,34.204,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1604,HaCat,CCK-8,SiO2,24,400,19.002,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1605,HaCat,CCK-8,SiO2,48,25,65.321,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1606,HaCat,CCK-8,SiO2,48,50,50.356,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1607,HaCat,CCK-8,SiO2,48,100,37.53,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1608,HaCat,CCK-8,SiO2,48,200,26.128,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1609,HaCat,CCK-8,SiO2,48,400,16.865,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1610,PBMC,MTT,Au,72,25,44.893,12.5,-40.5,0,2.54,1.692,1.35,original
1611,PBMC,MTT,Au,72,50,34.204,12.5,-40.5,0,2.54,1.692,1.35,original
1612,PBMC,MTT,Au,72,100,24.466,12.5,-40.5,0,2.54,1.692,1.35,original
1613,PBMC,MTT,Au,72,200,16.39,12.5,-40.5,0,2.54,1.692,1.35,original
1614,PBMC,MTT,Au,72,400,11.164,12.5,-40.5,0,2.54,1.692,1.35,original
1615,PBMC,MTT,Au,24,25,79.426,12.5,-40.5,0,2.54,1.692,1.35,original
1616,PBMC,MTT,Au,24,50,59.809,12.5,-40.5,0,2.54,1.692,1.35,original
1617,PBMC,MTT,Au,24,100,50.239,12.5,-40.5,0,2.54,1.692,1.35,original
1618,Jurkat,MTT,Au,24,200,33.971,12.5,-40.5,0,2.54,1.692,1.35,original
1619,Jurkat,MTT,Au,24,400,19.856,12.5,-40.5,0,2.54,1.692,1.35,original
1620,Jurkat,MTT,Au,48,25,59.809,12.5,-40.5,0,2.54,1.692,1.35,original
1621,Jurkat,MTT,Au,48,50,48.086,12.5,-40.5,0,2.54,1.692,1.35,original
1622,Jurkat,MTT,Au,48,100,39.234,12.5,-40.5,0,2.54,1.692,1.35,original
1623,Jurkat,MTT,Au,48,200,29.665,12.5,-40.5,0,2.54,1.692,1.35,original
1624,Jurkat,MTT,Au,48,400,16.029,12.5,-40.5,0,2.54,1.692,1.35,original
1625,Jurkat,MTT,Au,72,25,45.215,12.5,-40.5,0,2.54,1.692,1.35,original
1626,HepG2,MTT,Au,72,50,38.278,12.5,-40.5,0,2.54,1.692,1.35,original
1627,HepG2,MTT,Au,72,100,29.665,12.5,-40.5,0,2.54,1.692,1.35,original
1628,HepG2,MTT,Au,72,200,23.206,12.5,-40.5,0,2.54,1.692,1.35,original
1629,HepG2,MTT,Au,72,400,14.593,12.5,-40.5,0,2.54,1.692,1.35,original
1630,HepG2,MTT,Au,48,3.125,98.282,10,29.28,0,2.54,1.692,1.35,original
1631,HepG2,MTT,Au,48,6.25,82.646,10,29.28,0,2.54,1.692,1.35,original
1632,HepG2,MTT,Au,48,12.5,15.636,10,29.28,0,2.54,1.692,1.35,original
1633,HepG2,MTT,Au,48,25,5.4983,10,29.28,0,2.54,1.692,1.35,original
1634,HepG2,MTT,Au,48,50,2.921,10,29.28,0,2.54,1.692,1.35,original
1635,HepG2,MTT,Au,48,100,1.2027,10,29.28,0,2.54,1.692,1.35,original
1636,HepG2,MTT,Au,48,3.125,100.86,10,-0.52,0,2.54,1.692,1.35,original
1637,HepG2,MTT,Au,48,6.25,101.89,10,-0.52,0,2.54,1.692,1.35,original
1638,HepG2,MTT,Au,48,12.5,103.78,10,-0.52,0,2.54,1.692,1.35,original
1639,HepG2,MTT,Au,48,25,101.2,10,-0.52,0,2.54,1.692,1.35,original
1640,HepG2,MTT,Au,48,50,83.333,10,-0.52,0,2.54,1.692,1.35,original
1641,L-02,MTT,Au,48,100,56.701,10,-0.52,0,2.54,1.692,1.35,original
1642,L-02,MTT,Au,48,3.125,97.595,30,-0.52,0,2.54,1.692,1.35,original
1643,L-02,MTT,Au,48,6.25,97.079,30,-0.52,0,2.54,1.692,1.35,original
1644,L-02,MTT,Au,48,12.5,103.26,30,-0.52,0,2.54,1.692,1.35,original
1645,L-02,MTT,Au,48,25,107.73,30,-0.52,0,2.54,1.692,1.35,original
1646,L-02,MTT,Au,48,50,88.144,30,-0.52,0,2.54,1.692,1.35,original
1647,L-02,MTT,Au,48,100,73.196,30,-0.52,0,2.54,1.692,1.35,original
1648,L-02,MTT,Au,48,3.125,70.872,10,29.28,0,2.54,1.692,1.35,original
1649,L-02,MTT,Au,48,6.25,8.9054,10,29.28,0,2.54,1.692,1.35,original
1650,L-02,MTT,Au,48,12.5,7.0501,10,29.28,0,2.54,1.692,1.35,original
1651,L-02,MTT,Au,48,25,3.525,10,29.28,0,2.54,1.692,1.35,original
1652,L-02,MTT,Au,48,50,2.7829,10,29.28,0,2.54,1.692,1.35,original
1653,L-02,MTT,Au,48,100,1.4842,10,29.28,0,2.54,1.692,1.35,original
1654,L-02,MTT,Au,48,3.125,101.11,10,-0.52,0,2.54,1.692,1.35,original
1655,L-02,MTT,Au,48,6.25,102.23,10,-0.52,0,2.54,1.692,1.35,original
1656,A549,CCK-8,Au,48,12.5,105.38,10,-0.52,0,2.54,1.692,1.35,original
1657,A549,CCK-8,Au,48,25,91.466,10,-0.52,0,2.54,1.692,1.35,original
1658,A549,CCK-8,Au,48,50,77.922,10,-0.52,0,2.54,1.692,1.35,original
1659,A549,CCK-8,Au,48,100,56.215,10,-0.52,0,2.54,1.692,1.35,original
1660,A549,CCK-8,Au,48,3.125,98.33,30,-0.52,0,2.54,1.692,1.35,original
1661,A549,CCK-8,Au,48,6.25,99.629,30,-0.52,0,2.54,1.692,1.35,original
1662,A549,CCK-8,Au,48,12.5,100,30,-0.52,0,2.54,1.692,1.35,original
1663,A549,CCK-8,Au,48,25,98.887,30,-0.52,0,2.54,1.692,1.35,original
1664,A549,CCK-8,Au,48,50,82.56,30,-0.52,0,2.54,1.692,1.35,original
1665,A549,CCK-8,Au,48,100,66.605,30,-0.52,0,2.54,1.692,1.35,original
1666,A549,CCK-8,Au,12,0.001,97.03,39.2,69.8,0,2.54,1.692,1.35,original
1667,A549,CCK-8,Au,12,0.01,100,39.2,69.8,0,2.54,1.692,1.35,original
1668,95D,CCK-8,Au,12,0.1,100,39.2,69.8,0,2.54,1.692,1.35,original
1669,95D,CCK-8,Au,12,1,97.03,39.2,69.8,0,2.54,1.692,1.35,original
1670,95D,CCK-8,Au,12,5,93.399,39.2,69.8,0,2.54,1.692,1.35,original
1671,95D,CCK-8,Au,12,10,93.399,39.2,69.8,0,2.54,1.692,1.35,original
1672,95D,CCK-8,Au,12,20,92.739,39.2,69.8,0,2.54,1.692,1.35,original
1673,95D,CCK-8,Au,12,50,86.799,39.2,69.8,0,2.54,1.692,1.35,original
1674,95D,CCK-8,Au,12,100,73.597,39.2,69.8,0,2.54,1.692,1.35,original
1675,95D,CCK-8,Au,12,0.001,96.37,39.7,8.67,0,2.54,1.692,1.35,original
1676,95D,CCK-8,Au,12,0.01,95.05,39.7,8.67,0,2.54,1.692,1.35,original
1677,95D,CCK-8,Au,12,0.1,97.69,39.7,8.67,0,2.54,1.692,1.35,original
1678,95D,CCK-8,Au,12,1,99.67,39.7,8.67,0,2.54,1.692,1.35,original
1679,95D,CCK-8,Au,12,5,95.38,39.7,8.67,0,2.54,1.692,1.35,original
1680,A549,MTT,Ag,12,10,96.37,39.7,8.67,0,1.93,0.7996,1.6,original
1681,A549,MTT,Ag,12,20,94.719,39.7,8.67,0,1.93,0.7996,1.6,original
1682,A549,MTT,Ag,12,50,97.03,39.7,8.67,0,1.93,0.7996,1.6,original
1683,A549,MTT,Ag,12,100,91.749,39.7,8.67,0,1.93,0.7996,1.6,original
1684,A549,MTT,Ag,12,0.001,98.02,46.3,70.76,0,1.93,0.7996,1.6,original
1685,A549,MTT,Ag,12,0.01,95.71,46.3,70.76,0,1.93,0.7996,1.6,original
1686,A549,MTT,Ag,12,0.1,96.04,46.3,70.76,0,1.93,0.7996,1.6,original
1687,A549,MTT,Ag,12,1,99.01,46.3,70.76,0,1.93,0.7996,1.6,original
1688,Ana-1,CCK-8,ZnO,12,5,82.838,46.3,70.76,2.272727273,2.545,-0.7618,1.35,original
1689,Ana-1,CCK-8,ZnO,12,10,63.366,46.3,70.76,2.272727273,2.545,-0.7618,1.35,original
1690,Ana-1,CCK-8,ZnO,12,20,45.215,46.3,70.76,2.272727273,2.545,-0.7618,1.35,original
1691,Ana-1,CCK-8,ZnO,12,50,16.172,46.3,70.76,2.272727273,2.545,-0.7618,1.35,original
1692,Ana-1,CCK-8,ZnO,12,100,14.191,46.3,70.76,2.272727273,2.545,-0.7618,1.35,original
1693,Ana-1,CCK-8,ZnO,12,0.001,95.724,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1694,Ana-1,CCK-8,ZnO,12,0.01,97.368,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1695,Ana-1,CCK-8,ZnO,12,0.1,100.33,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1696,Ana-1,CCK-8,ZnO,12,1,98.355,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1697,Ana-1,CCK-8,ZnO,12,5,91.776,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1698,Ana-1,CCK-8,ZnO,12,10,75,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1699,Ana-1,CCK-8,ZnO,12,20,63.816,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1700,Ana-1,CCK-8,ZnO,12,50,36.184,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1701,Ana-1,CCK-8,ZnO,12,100,33.224,45.3,71.7,2.272727273,2.545,-0.7618,1.35,original
1702,Ana-1,CCK-8,ZnO,12,0.001,95.066,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1703,Ana-1,CCK-8,ZnO,12,0.01,95.066,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1704,Ana-1,CCK-8,ZnO,12,0.1,97.039,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1705,Ana-1,CCK-8,ZnO,12,1,97.039,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1706,Ana-1,CCK-8,ZnO,12,5,99.013,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1707,Ana-1,CCK-8,ZnO,12,10,99.013,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1708,Ana-1,CCK-8,ZnO,12,20,96.711,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1709,Ana-1,CCK-8,ZnO,12,50,98.355,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1710,Ana-1,CCK-8,ZnO,12,100,95.724,42.5,49.26,2.272727273,2.545,-0.7618,1.35,original
1711,Ana-1,CCK-8,ZnO,12,0.001,99.013,46.8,49.26,2.272727273,2.545,-0.7618,1.35,original
1712,Ana-1,CCK-8,ZnO,12,0.01,95.395,46.8,49.26,2.272727273,2.545,-0.7618,1.35,original
1713,Ana-1,CCK-8,ZnO,12,0.1,98.355,46.8,49.26,2.272727273,2.545,-0.7618,1.35,original
1714,Ana-1,CCK-8,ZnO,12,1,100.33,46.8,49.26,2.272727273,2.545,-0.7618,1.35,original
1715,Ana-1,CCK-8,ZnO,12,5,97.039,46.8,49.26,2.272727273,2.545,-0.7618,1.35,original
1716,HEK293,MTT,TiO2,12,10,100,46.8,49.26,5.369127517,2.806666667,-0.93,1.4,original
1717,HEK293,MTT,TiO2,12,20,97.039,46.8,49.26,5.369127517,2.806666667,-0.93,1.4,original
1718,HEK293,MTT,TiO2,12,50,99.013,46.8,49.26,5.369127517,2.806666667,-0.93,1.4,original
1719,HEK293,MTT,TiO2,12,100,97.039,46.8,49.26,5.369127517,2.806666667,-0.93,1.4,original
1720,HEK293,MTT,TiO2,24,0.001,99.016,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1721,HEK293,MTT,TiO2,24,0.01,98.361,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1722,HEK293,MTT,TiO2,24,0.1,98.361,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1723,HEK293,MTT,TiO2,24,1,95.41,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1724,HEK293,MTT,TiO2,24,5,87.213,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1725,A549,MTT,TiO2,24,10,85.246,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1726,A549,MTT,TiO2,24,20,82.295,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1727,A549,MTT,TiO2,24,50,72.131,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1728,A549,MTT,TiO2,24,100,62.623,39.2,69.8,5.369127517,2.806666667,-0.93,1.4,original
1729,A549,MTT,TiO2,24,0.001,92.459,39.7,8.67,5.369127517,2.806666667,-0.93,1.4,original
1730,A549,MTT,Ni,24,0.01,96.066,39.7,8.67,0,1.91,-0.25,1.35,original
1731,A549,MTT,Ni,24,0.1,93.77,39.7,8.67,0,1.91,-0.25,1.35,original
1732,A549,MTT,Ni,24,1,97.377,39.7,8.67,0,1.91,-0.25,1.35,original
1733,A549,MTT,Ni,24,5,94.426,39.7,8.67,0,1.91,-0.25,1.35,original
1734,A549,MTT,Ni,24,10,95.738,39.7,8.67,0,1.91,-0.25,1.35,original
1735,A549,MTT,Ni,24,20,91.803,39.7,8.67,0,1.91,-0.25,1.35,original
1736,A549,MTT,Ni,24,50,91.803,39.7,8.67,0,1.91,-0.25,1.35,original
1737,A549,MTT,Ni,24,100,82.295,39.7,8.67,0,1.91,-0.25,1.35,original
1738,A549,MTT,Ni,24,0.001,95.738,46.3,70.76,0,1.91,-0.25,1.35,original
1739,A549,MTT,Ni,24,0.01,99.672,46.3,70.76,0,1.91,-0.25,1.35,original
1740,HeLa,CellTiterGlo,Pt,24,0.1,95.082,46.3,70.76,0,2.28,1.188,1.35,original
1741,HeLa,CellTiterGlo,Pt,24,1,96.066,46.3,70.76,0,2.28,1.188,1.35,original
1742,HeLa,CellTiterGlo,Pt,24,5,74.754,46.3,70.76,0,2.28,1.188,1.35,original
1743,HeLa,CellTiterGlo,Pt,24,10,42.951,46.3,70.76,0,2.28,1.188,1.35,original
1744,HeLa,CellTiterGlo,Pt,24,20,14.426,46.3,70.76,0,2.28,1.188,1.35,original
1745,HeLa,CellTiterGlo,Pt,24,50,12.787,46.3,70.76,0,2.28,1.188,1.35,original
1746,HeLa,CellTiterGlo,Pt,24,100,12.787,46.3,70.76,0,2.28,1.188,1.35,original
1747,HeLa,CellTiterGlo,Pt,24,0.001,92.131,45.3,71.7,0,2.28,1.188,1.35,original
1748,HeLa,CellTiterGlo,Pt,24,0.01,97.705,45.3,71.7,0,2.28,1.188,1.35,original
1749,HeLa,CellTiterGlo,Pt,24,0.1,96.066,45.3,71.7,0,2.28,1.188,1.35,original
1750,HeLa,CellTiterGlo,Pt,24,1,97.049,45.3,71.7,0,2.28,1.188,1.35,original
1751,HeLa,CellTiterGlo,Pt,24,5,71.475,45.3,71.7,0,2.28,1.188,1.35,original
1752,HeLa,CellTiterGlo,Pt,24,10,60.984,45.3,71.7,0,2.28,1.188,1.35,original
1753,HeLa,CellTiterGlo,Pt,24,20,42.623,45.3,71.7,0,2.28,1.188,1.35,original
1754,HeLa,CellTiterGlo,Pt,24,50,27.869,45.3,71.7,0,2.28,1.188,1.35,original
1755,MCF-7,CellTiterGlo,Pt,24,100,21.639,45.3,71.7,0,2.28,1.188,1.35,original
1756,MCF-7,CellTiterGlo,Pt,24,0.001,95.738,42.5,49.26,0,2.28,1.188,1.35,original
1757,MCF-7,CellTiterGlo,Pt,24,0.01,96.721,42.5,49.26,0,2.28,1.188,1.35,original
1758,MCF-7,CellTiterGlo,Pt,24,0.1,98.033,42.5,49.26,0,2.28,1.188,1.35,original
1759,MCF-7,CellTiterGlo,Pt,24,1,93.77,42.5,49.26,0,2.28,1.188,1.35,original
1760,MCF-7,CellTiterGlo,Pt,24,5,88.525,42.5,49.26,0,2.28,1.188,1.35,original
1761,MCF-7,CellTiterGlo,Pt,24,10,88.852,42.5,49.26,0,2.28,1.188,1.35,original
1762,MCF-7,CellTiterGlo,Pt,24,20,92.131,42.5,49.26,0,2.28,1.188,1.35,original
1763,MCF-7,CellTiterGlo,Pt,24,50,92.131,42.5,49.26,0,2.28,1.188,1.35,original
1764,MCF-7,CellTiterGlo,Pt,24,100,89.508,42.5,49.26,0,2.28,1.188,1.35,original
1765,MCF-7,CellTiterGlo,Pt,24,0.001,98.689,46.8,49.26,0,2.28,1.188,1.35,original
1766,MCF-7,CellTiterGlo,Pt,24,0.01,100.66,46.8,49.26,0,2.28,1.188,1.35,original
1767,MCF-7,CellTiterGlo,Pt,24,0.1,92.787,46.8,49.26,0,2.28,1.188,1.35,original
1768,MCF-7,CellTiterGlo,Pt,24,1,95.738,46.8,49.26,0,2.28,1.188,1.35,original
1769,MCF-7,CellTiterGlo,Pt,24,5,91.148,46.8,49.26,0,2.28,1.188,1.35,original
1770,IMR90,CellTiterGlo,Pt,24,10,92.787,46.8,49.26,0,2.28,1.188,1.35,original
1771,IMR90,CellTiterGlo,Pt,24,20,89.18,46.8,49.26,0,2.28,1.188,1.35,original
1772,IMR90,CellTiterGlo,Pt,24,50,89.18,46.8,49.26,0,2.28,1.188,1.35,original
1773,IMR90,CellTiterGlo,Pt,24,100,92.787,46.8,49.26,0,2.28,1.188,1.35,original
1774,IMR90,CellTiterGlo,Pt,48,50,94.167,11,-8,0,2.28,1.188,1.35,original
1775,IMR90,CellTiterGlo,Pt,48,50,75.417,11,-20.51,0,2.28,1.188,1.35,original
1776,IMR90,CellTiterGlo,Pt,48,50,75.833,18,-20.51,0,2.28,1.188,1.35,original
1777,IMR90,CellTiterGlo,Pt,48,50,65.625,18,-26.3,0,2.28,1.188,1.35,original
1778,IMR90,CellTiterGlo,Pt,48,100,39.61,11,-40.5,0,2.28,1.188,1.35,original
1779,IMR90,CellTiterGlo,Pt,72,100,70.779,11,-16.5,0,2.28,1.188,1.35,original
1780,IMR90,CellTiterGlo,Pt,96,100,68.571,11,-25,0,2.28,1.188,1.35,original
1781,IMR90,CellTiterGlo,Pt,48,100,29.351,11,-40.5,0,2.28,1.188,1.35,original
1782,IMR90,CellTiterGlo,Pt,72,100,47.273,11,-32.5,0,2.28,1.188,1.35,original
1783,IMR90,CellTiterGlo,Pt,96,100,44.416,11,-32.5,0,2.28,1.188,1.35,original
1784,IMR90,CellTiterGlo,Pt,48,100,50.26,18,-20.51,0,2.28,1.188,1.35,original
1785,HeLa,CellTiterGlo,Pt,72,100,82.078,18,-8,0,2.28,1.188,1.35,original
1786,HeLa,CellTiterGlo,Pt,96,100,78.961,18,-16.5,0,2.28,1.188,1.35,original
1787,HeLa,CellTiterGlo,Pt,48,100,38.052,18,-40.5,0,2.28,1.188,1.35,original
1788,HeLa,CellTiterGlo,Pt,72,100,66.623,18,-16.86,0,2.28,1.188,1.35,original
1789,HeLa,CellTiterGlo,Pt,96,100,56.234,18,-24.75,0,2.28,1.188,1.35,original
1790,HeLa,CellTiterGlo,Pt,24,5,100,20,-8.72,0,2.28,1.188,1.35,original
1791,HeLa,CellTiterGlo,Pt,24,10,98.443,20,-8.72,0,2.28,1.188,1.35,original
1792,HeLa,CellTiterGlo,Pt,24,25,89.619,20,-8.72,0,2.28,1.188,1.35,original
1793,HeLa,CellTiterGlo,Pt,24,50,80.45,20,-8.72,0,2.28,1.188,1.35,original
1794,HeLa,CellTiterGlo,Pt,24,100,64.187,20,-8.72,0,2.28,1.188,1.35,original
1795,HeLa,CellTiterGlo,Pt,24,5,84.201,20,-8.72,0,2.28,1.188,1.35,original
1796,HeLa,CellTiterGlo,Pt,24,25,76.302,20,-8.72,0,2.28,1.188,1.35,original
1797,HeLa,CellTiterGlo,Pt,24,50,72.89,20,-8.72,0,2.28,1.188,1.35,original
1798,HeLa,CellTiterGlo,Pt,24,100,61.4,20,-8.72,0,2.28,1.188,1.35,original
1799,HeLa,CellTiterGlo,Pt,24,5,98.789,28,8.67,0,2.28,1.188,1.35,original
1800,MCF-7,CellTiterGlo,Pt,24,10,100.69,28,8.67,0,2.28,1.188,1.35,original
1801,MCF-7,CellTiterGlo,Pt,24,25,99.308,28,8.67,0,2.28,1.188,1.35,original
1802,MCF-7,CellTiterGlo,Pt,24,50,93.08,28,8.67,0,2.28,1.188,1.35,original
1803,MCF-7,CellTiterGlo,Pt,24,100,75.606,28,8.67,0,2.28,1.188,1.35,original
1804,MCF-7,CellTiterGlo,Pt,24,5,81.149,28,8.67,0,2.28,1.188,1.35,original
1805,MCF-7,CellTiterGlo,Pt,24,25,74.506,28,8.67,0,2.28,1.188,1.35,original
1806,MCF-7,CellTiterGlo,Pt,24,50,67.684,28,8.67,0,2.28,1.188,1.35,original
1807,MCF-7,CellTiterGlo,Pt,24,100,79.713,28,8.67,0,2.28,1.188,1.35,original
1808,MCF-7,CellTiterGlo,Pt,24,10,101.8,78,11.4,0,2.28,1.188,1.35,original
1809,MCF-7,CellTiterGlo,Pt,24,50,98.561,78,11.4,0,2.28,1.188,1.35,original
1810,MCF-7,CellTiterGlo,Pt,24,100,97.482,78,11.4,0,2.28,1.188,1.35,original
1811,MCF-7,CellTiterGlo,Pt,24,200,94.604,78,11.4,0,2.28,1.188,1.35,original
1812,MCF-7,CellTiterGlo,Pt,24,400,91.547,78,11.4,0,2.28,1.188,1.35,original
1813,MCF-7,CellTiterGlo,Pt,24,10,97.482,78,11.4,0,2.28,1.188,1.35,original
1814,MCF-7,CellTiterGlo,Pt,24,50,97.482,78,11.4,0,2.28,1.188,1.35,original
1815,IMR90,CellTiterGlo,Pt,24,100,97.482,78,11.4,0,2.28,1.188,1.35,original
1816,IMR90,CellTiterGlo,Pt,24,200,98.741,78,11.4,0,2.28,1.188,1.35,original
1817,IMR90,CellTiterGlo,Pt,24,400,96.583,78,11.4,0,2.28,1.188,1.35,original
1818,IMR90,CellTiterGlo,Pt,48,250,90.875,13,8.67,0,2.28,1.188,1.35,original
1819,IMR90,CellTiterGlo,Pt,48,500,88.454,13,8.67,0,2.28,1.188,1.35,original
1820,IMR90,CellTiterGlo,Pt,48,750,85.475,13,8.67,0,2.28,1.188,1.35,original
1821,IMR90,CellTiterGlo,Pt,48,1000,78.212,13,8.67,0,2.28,1.188,1.35,original
1822,IMR90,CellTiterGlo,Pt,48,1500,70.95,13,8.67,0,2.28,1.188,1.35,original
1823,IMR90,CellTiterGlo,Pt,48,250,76.723,20,-0.025,0,2.28,1.188,1.35,original
1824,IMR90,CellTiterGlo,Pt,48,500,64.804,20,31.49,0,2.28,1.188,1.35,original
1825,IMR90,CellTiterGlo,Pt,48,750,56.425,20,31.49,0,2.28,1.188,1.35,original
1826,IMR90,CellTiterGlo,Pt,48,1000,50.652,20,31.49,0,2.28,1.188,1.35,original
1827,IMR90,CellTiterGlo,Pt,48,1500,42.458,20,31.49,0,2.28,1.188,1.35,original
1828,IMR90,CellTiterGlo,Pt,48,250,67.598,21,-8.72,0,2.28,1.188,1.35,original
1829,IMR90,CellTiterGlo,Pt,48,500,57.542,21,-8.72,0,2.28,1.188,1.35,original
1830,RAW264.7,MTS,Fe3O4,48,750,50.279,21,-8.72,2.93255132,2.75,-0.239,1.4,original
1831,RAW264.7,MTS,Fe3O4,48,1000,39.106,21,-8.72,2.93255132,2.75,-0.239,1.4,original
1832,RAW264.7,MTS,Fe3O4,48,1500,34.264,21,-8.72,2.93255132,2.75,-0.239,1.4,original
1833,RAW264.7,MTS,Fe3O4,48,250,59.777,20,71.7,2.93255132,2.75,-0.239,1.4,original
1834,RAW264.7,MTS,Fe3O4,48,500,43.948,20,71.7,2.93255132,2.75,-0.239,1.4,original
1835,RAW264.7,MTS,Fe3O4,48,750,39.665,20,71.7,2.93255132,2.75,-0.239,1.4,original
1836,RAW264.7,MTS,Fe3O4,48,1000,31.471,20,71.7,2.93255132,2.75,-0.239,1.4,original
1837,RAW264.7,MTS,Fe3O4,48,1500,28.492,20,71.7,2.93255132,2.75,-0.239,1.4,original
1838,RAW264.7,MTS,Fe3O4,3,25,100,30,-10.48,2.93255132,2.75,-0.239,1.4,original
1839,RAW264.7,MTS,Fe3O4,3,100,92.517,30,20.27,2.93255132,2.75,-0.239,1.4,original
1840,RAW264.7,MTS,Fe3O4,3,200,98.413,30,-45.4,2.93255132,2.75,-0.239,1.4,original
1841,RAW264.7,MTS,Fe3O4,3,300,89.569,30,-38.6,2.93255132,2.75,-0.239,1.4,original
1842,RAW264.7,MTS,Fe3O4,3,400,93.424,30,20.02,2.93255132,2.75,-0.239,1.4,original
1843,RAW264.7,MTS,Fe3O4,3,500,74.376,30,-24.5,2.93255132,2.75,-0.239,1.4,original
1844,RAW264.7,MTS,Fe3O4,6,25,95.465,30,-10.48,2.93255132,2.75,-0.239,1.4,original
1845,RAW264.7,MTS,Fe3O4,6,100,92.971,30,20.27,2.93255132,2.75,-0.239,1.4,original
1846,RAW264.7,MTS,Fe3O4,6,200,68.934,30,-16.9,2.93255132,2.75,-0.239,1.4,original
1847,RAW264.7,MTS,Fe3O4,6,300,52.834,30,-41.77,2.93255132,2.75,-0.239,1.4,original
1848,SKOV-3,MTS,Fe3O4,6,400,63.946,30,-16.9,2.93255132,2.75,-0.239,1.4,original
1849,SKOV-3,MTS,Fe3O4,6,500,60.317,30,-24.5,2.93255132,2.75,-0.239,1.4,original
1850,SKOV-3,MTS,Fe3O4,24,5,94.712,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
1851,SKOV-3,MTS,Fe3O4,24,25,73.558,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
1852,SKOV-3,MTS,Fe3O4,24,50,29.487,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
1853,SKOV-3,MTS,Fe3O4,24,100,21.314,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
1854,SKOV-3,MTS,Fe3O4,24,10,57.358,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
1855,SKOV-3,MTS,Fe3O4,24,20,45.652,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
1856,SKOV-3,MTS,Fe3O4,24,40,36.957,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
1857,SKOV-3,MTS,Fe3O4,24,80,24.582,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
1858,SKOV-3,MTS,Fe3O4,24,100,21.07,94.5,17.5,2.93255132,2.75,-0.239,1.4,original
