index,Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,source
1331,NR8383,WST-1,Ag,6,120,135.38,21,-27.8,0,1.93,0.7996,1.6,original
1332,NR8383,WST-1,Ag,6,150,128,21,-27.8,0,1.93,0.7996,1.6,original
1333,NR8383,WST-1,Ag,24,20,107.08,21,-27.8,0,1.93,0.7996,1.6,original
1334,NR8383,WST-1,Ag,24,40,110.15,21,-27.8,0,1.93,0.7996,1.6,original
1335,NR8383,WST-1,Ag,24,60,109.54,21,-27.8,0,1.93,0.7996,1.6,original
1336,HaCat,MTT,SiO2,24,80,118.15,21,-27.8,7.407407407,2.926666667,-1.2,1.1,original
1337,HaCat,MTT,SiO2,24,100,118.46,21,-27.8,7.407407407,2.926666667,-1.2,1.1,original
1338,HaCat,MTT,SiO2,24,120,124,21,-27.8,7.407407407,2.926666667,-1.2,1.1,original
1339,HaCat,MTT,SiO2,24,150,110.77,21,-27.8,7.407407407,2.926666667,-1.2,1.1,original
1340,HaCat,MTT,SiO2,24,93.64,92.676,21.8,-16.8,7.407407407,2.926666667,-1.2,1.1,original
1341,HaCat,MTT,SiO2,24,140.5,90.986,21.8,-16.8,7.407407407,2.926666667,-1.2,1.1,original
1342,RAW264.7,MTT,Ag,24,210.7,90.141,21.8,-16.8,0,1.93,0.7996,1.6,original
1343,RAW264.7,MTT,Ag,24,316.1,89.296,21.8,-16.8,0,1.93,0.7996,1.6,original
1344,RAW264.7,MTT,Ag,24,474.1,88.451,21.8,-16.8,0,1.93,0.7996,1.6,original
1345,RAW264.7,MTT,Ag,24,711.1,87.606,21.8,-16.8,0,1.93,0.7996,1.6,original
1346,RAW264.7,MTT,Ag,24,1067,85.07,21.8,-16.8,0,1.93,0.7996,1.6,original
1347,J774A.1,MTT,Ag,24,1600,79.437,21.8,-16.8,0,1.93,0.7996,1.6,original
1348,J774A.1,MTT,Ag,24,200,64.13,47.9,-7.01,0,1.93,0.7996,1.6,original
1349,J774A.1,MTT,Ag,24,400,56.96,47.9,-7.01,0,1.93,0.7996,1.6,original
1350,J774A.1,MTT,Ag,24,600,49.38,47.9,-7.01,0,1.93,0.7996,1.6,original
1351,J774A.1,MTT,Ag,24,800,37.09,47.9,-7.01,0,1.93,0.7996,1.6,original
1352,EBF,CCK-8,Ag,24,1000,28.27,47.9,-7.01,0,1.93,0.7996,1.6,original
1353,EBF,CCK-8,Ag,24,200,61.47,43.8,-7.21,0,1.93,0.7996,1.6,original
1354,EBF,CCK-8,Ag,24,400,54.71,43.8,-7.21,0,1.93,0.7996,1.6,original
1355,EBF,CCK-8,Ag,24,600,48.15,43.8,-7.21,0,1.93,0.7996,1.6,original
1356,L929,CCK-8,Ag,24,800,43.85,43.8,-7.21,0,1.93,0.7996,1.6,original
1357,L929,CCK-8,Ag,24,1000,39.75,43.8,-7.21,0,1.93,0.7996,1.6,original
1358,L929,CCK-8,Ag,24,200,53.07,12,-9.83,0,1.93,0.7996,1.6,original
1359,L929,CCK-8,Ag,24,400,45.69,12,-9.83,0,1.93,0.7996,1.6,original
1360,EBF,CCK-8,Ag,24,600,38.93,12,-9.83,0,1.93,0.7996,1.6,original
1361,EBF,CCK-8,Ag,24,800,32.17,12,-9.83,0,1.93,0.7996,1.6,original
1362,EBF,CCK-8,Ag,24,1000,22.13,12,-9.83,0,1.93,0.7996,1.6,original
1363,L929,CCK-8,Ag,24,200,77.52,43.8,-7.21,0,1.93,0.7996,1.6,original
1364,L929,CCK-8,Ag,24,400,70.96,43.8,-7.21,0,1.93,0.7996,1.6,original
1365,L929,CCK-8,Ag,24,600,62.54,43.8,-7.21,0,1.93,0.7996,1.6,original
1366,L929,CCK-8,Ag,24,800,57.93,43.8,-7.21,0,1.93,0.7996,1.6,original
1367,EBF,CCK-8,Ag,24,1000,54.61,43.8,-7.21,0,1.93,0.7996,1.6,original
1368,EBF,CCK-8,Ag,24,4,98.097,20,71.7,0,1.93,0.7996,1.6,original
1369,EBF,CCK-8,Ag,24,8,87.408,20,71.7,0,1.93,0.7996,1.6,original
1370,EBF,CCK-8,Ag,24,16,68.96,20,71.7,0,1.93,0.7996,1.6,original
1371,L929,CCK-8,Ag,24,40,40.556,20,71.7,0,1.93,0.7996,1.6,original
1372,L929,CCK-8,Ag,24,80,24.89,20,71.7,0,1.93,0.7996,1.6,original
1373,L929,CCK-8,Ag,24,160,21.669,20,71.7,0,1.93,0.7996,1.6,original
1374,L929,CCK-8,Ag,24,4,99.56,90,71.7,0,1.93,0.7996,1.6,original
1375,EBF,CCK-8,Ag,24,8,95.748,90,71.7,0,1.93,0.7996,1.6,original
1376,EBF,CCK-8,Ag,24,16,79.912,90,71.7,0,1.93,0.7996,1.6,original
1377,EBF,CCK-8,Ag,24,40,48.68,90,71.7,0,1.93,0.7996,1.6,original
1378,EBF,CCK-8,Ag,24,80,29.472,90,71.7,0,1.93,0.7996,1.6,original
1379,L929,CCK-8,Ag,24,160,23.607,90,71.7,0,1.93,0.7996,1.6,original
1380,L929,CCK-8,Ag,24,4,99.854,200,71.7,0,1.93,0.7996,1.6,original
1381,L929,CCK-8,Ag,24,8,92.982,200,71.7,0,1.93,0.7996,1.6,original
1382,L929,CCK-8,Ag,24,16,80.994,200,71.7,0,1.93,0.7996,1.6,original
1383,EBF,CCK-8,Ag,24,40,63.596,200,71.7,0,1.93,0.7996,1.6,original
1384,EBF,CCK-8,Ag,24,80,60.234,200,71.7,0,1.93,0.7996,1.6,original
1385,EBF,CCK-8,Ag,24,160,57.018,200,71.7,0,1.93,0.7996,1.6,original
1386,L929,CCK-8,Ag,24,5,89.58,15,-22.7,0,1.93,0.7996,1.6,original
1387,L929,CCK-8,Ag,24,5,94.698,30,-6.975,0,1.93,0.7996,1.6,original
1388,L929,CCK-8,Ag,24,5,98.355,100,-1.46,0,1.93,0.7996,1.6,original
1389,L929,CCK-8,Ag,24,10,85.192,15,-36.2,0,1.93,0.7996,1.6,original
1390,EBF,CCK-8,Ag,24,10,91.59,30,34.17,0,1.93,0.7996,1.6,original
1391,EBF,CCK-8,Ag,24,10,94.15,100,-20.21,0,1.93,0.7996,1.6,original
1392,EBF,CCK-8,Ag,24,20,30.713,15,24.3,0,1.93,0.7996,1.6,original
1393,L929,CCK-8,Ag,24,20,74.771,30,-10.1,0,1.93,0.7996,1.6,original
1394,L929,CCK-8,Ag,24,20,93.967,100,-4.845,0,1.93,0.7996,1.6,original
1395,L929,CCK-8,Ag,24,40,20.841,15,71.7,0,1.93,0.7996,1.6,original
1396,L929,CCK-8,Ag,24,40,22.121,30,3.4,0,1.93,0.7996,1.6,original
1397,hMSC,CCK-8,Ca(HCO3)2,24,40,28.702,100,17.5,2.193,2.678333,-2.866,1.8,original
1398,hMSC,CCK-8,Ca(HCO3)2,24,50,10.238,15,71.7,2.193,2.678333,-2.866,1.8,original
1399,hMSC,CCK-8,Ca(HCO3)2,24,50,19.927,30,71.7,2.193,2.678333,-2.866,1.8,original
1400,hMSC,CCK-8,Ca(HCO3)2,24,50,20.841,100,44.6,2.193,2.678333,-2.866,1.8,original
1401,hMSC,CCK-8,Ca(HCO3)2,24,60,7.8611,15,71.7,2.193,2.678333,-2.866,1.8,original
1402,hMSC,CCK-8,Ca(HCO3)2,24,60,16.453,30,71.7,2.193,2.678333,-2.866,1.8,original
1403,hMSC,CCK-8,Ca(HCO3)2,24,60,17.185,100,44.6,2.193,2.678333,-2.866,1.8,original
1404,hMSC,CCK-8,Ca(HCO3)2,24,80,7.6782,15,-53.9,2.193,2.678333,-2.866,1.8,original
1405,hMSC,CCK-8,Ca(HCO3)2,24,80,10.969,30,-38.015,2.193,2.678333,-2.866,1.8,original
1406,hMSC,CCK-8,Ca(HCO3)2,24,80,11.335,100,44.6,2.193,2.678333,-2.866,1.8,original
1407,hMSC,CCK-8,Ca(HCO3)2,24,100,7.4954,15,71.7,2.193,2.678333,-2.866,1.8,original
1408,hMSC,CCK-8,Ca(HCO3)2,24,100,7.6782,30,-35.9,2.193,2.678333,-2.866,1.8,original
1409,hMSC,CCK-8,Ca(HCO3)2,24,100,9.5064,100,17.5,2.193,2.678333,-2.866,1.8,original
1410,hMSC,CCK-8,Ca(HCO3)2,24,15,71.03,14.5,-158,2.193,2.678333,-2.866,1.8,original
1411,hMSC,CCK-8,Ca(HCO3)2,24,15,75.567,6.5,88,2.193,2.678333,-2.866,1.8,original
1412,hMSC,CCK-8,Ca(HCO3)2,24,15,72.251,3.8,-140,2.193,2.678333,-2.866,1.8,original
1413,hMSC,CCK-8,Ca(HCO3)2,24,15,83.072,7,-99,2.193,2.678333,-2.866,1.8,original
1414,hMSC,CCK-8,Ca(HCO3)2,24,1.5,87.053,14.5,-158,2.193,2.678333,-2.866,1.8,original
1415,HepG2,MTT,Ca(HCO3)2,24,1.5,99.319,6.5,88,2.193,2.678333,-2.866,1.8,original
1416,HepG2,MTT,Ca(HCO3)2,24,1.5,102.21,3.8,-140,2.193,2.678333,-2.866,1.8,original
1417,HepG2,MTT,Ca(HCO3)2,24,1.5,85.349,7,-99,2.193,2.678333,-2.866,1.8,original
1418,HepG2,MTT,Ca(HCO3)2,24,15,93.309,14.5,-158,2.193,2.678333,-2.866,1.8,original
1419,L-02,MTT,Ca(HCO3)2,24,15,83.457,6.5,88,2.193,2.678333,-2.866,1.8,original
1420,L-02,MTT,Ca(HCO3)2,24,15,47.026,3.8,-140,2.193,2.678333,-2.866,1.8,original
1421,L-02,MTT,Ca(HCO3)2,24,15,56.506,7,-99,2.193,2.678333,-2.866,1.8,original
1422,L-02,MTT,Ca(HCO3)2,24,1.5,99.13,14.5,-158,2.193,2.678333,-2.866,1.8,original
1423,HepG2,MTT,Ca(HCO3)2,24,1.5,94.261,6.5,88,2.193,2.678333,-2.866,1.8,original
1424,HepG2,MTT,Ca(HCO3)2,24,1.5,89.391,3.8,-140,2.193,2.678333,-2.866,1.8,original
1425,HepG2,MTT,Ca(HCO3)2,24,1.5,89.391,7,-99,2.193,2.678333,-2.866,1.8,original
1426,HepG2,MTT,Ca(HCO3)2,72,1.67,102.43,5,-10.33,2.193,2.678333,-2.866,1.8,original
1427,HepG2,MTT,Ca(HCO3)2,72,2.5,109.53,5,-10.33,2.193,2.678333,-2.866,1.8,original
1428,HepG2,MTT,Ca(HCO3)2,72,5,116.63,5,-10.33,2.193,2.678333,-2.866,1.8,original
1429,HepG2,MTT,Ca(HCO3)2,72,6.25,106.09,5,-10.33,2.193,2.678333,-2.866,1.8,original
1430,HepG2,MTT,Ca(HCO3)2,72,12.5,81.47,5,-10.33,2.193,2.678333,-2.866,1.8,original
1431,HepG2,MTT,Ca(HCO3)2,72,1.67,98.377,20,-4.58,2.193,2.678333,-2.866,1.8,original
1432,HepG2,MTT,Ca(HCO3)2,72,2.5,101.01,20,-4.58,2.193,2.678333,-2.866,1.8,original
1433,HepG2,MTT,Ca(HCO3)2,72,5,106.49,20,-4.58,2.193,2.678333,-2.866,1.8,original
1434,HepG2,MTT,Ca(HCO3)2,72,6.25,107.91,20,-4.58,2.193,2.678333,-2.866,1.8,original
1435,A549,MTT,CuO,72,12.5,98.377,20,-4.58,2.298850575,2.67,0.337,1.35,original
1436,A549,MTT,CuO,72,1.67,102.43,50,-12.32,2.298850575,2.67,0.337,1.35,original
1437,A549,MTT,CuO,72,2.5,102.43,50,-12.32,2.298850575,2.67,0.337,1.35,original
1438,A549,NRU,CuO,72,5,102.03,50,-12.32,2.298850575,2.67,0.337,1.35,original
1439,A549,NRU,CuO,72,6.25,98.377,50,-12.32,2.298850575,2.67,0.337,1.35,original
1440,A549,NRU,CuO,72,12.5,96.349,50,-12.32,2.298850575,2.67,0.337,1.35,original
1441,hMSC,NRU,CuO,72,1.67,73.333,5,-10.33,2.298850575,2.67,0.337,1.35,original
1442,hMSC,NRU,CuO,72,2.5,33.725,5,-10.33,2.298850575,2.67,0.337,1.35,original
1443,hMSC,NRU,CuO,72,5,20.784,5,-10.33,2.298850575,2.67,0.337,1.35,original
1444,hMSC,NRU,CuO,72,6.25,10,5,-10.33,2.298850575,2.67,0.337,1.35,original
1445,hMSC,NRU,CuO,72,12.5,6.6667,5,-10.33,2.298850575,2.67,0.337,1.35,original
1446,hMSC,NRU,CuO,72,1.67,92.745,20,-4.58,2.298850575,2.67,0.337,1.35,original
1447,hMSC,NRU,CuO,72,2.5,92.549,20,-4.58,2.298850575,2.67,0.337,1.35,original
1448,hMSC,NRU,CuO,72,5,93.137,20,-4.58,2.298850575,2.67,0.337,1.35,original
1449,A549,MTT,CuO,72,6.25,91.569,20,-4.58,2.298850575,2.67,0.337,1.35,original
1450,A549,MTT,CuO,72,12.5,94.706,20,-4.58,2.298850575,2.67,0.337,1.35,original
1451,A549,MTT,CuO,72,1.67,99.216,50,-12.32,2.298850575,2.67,0.337,1.35,original
1452,Caco-2,MTS,CuO,72,2.5,96.078,50,-12.32,2.298850575,2.67,0.337,1.35,original
1453,Caco-2,MTS,CuO,72,5,95.686,50,-12.32,2.298850575,2.67,0.337,1.35,original
1454,Caco-2,MTS,CuO,72,6.25,96.471,50,-12.32,2.298850575,2.67,0.337,1.35,original
1455,Caco-2,MTS,CuO,72,12.5,93.137,50,-12.32,2.298850575,2.67,0.337,1.35,original
1456,A549,MTS,CuO,24,50,99.758,5,12.22,2.298850575,2.67,0.337,1.35,original
1457,A549,MTS,CuO,24,50,102.17,10,-27.52,2.298850575,2.67,0.337,1.35,original
1458,A549,MTS,CuO,24,50,107.97,20,3.51,2.298850575,2.67,0.337,1.35,original
1459,A549,MTS,CuO,24,50,113.53,40,-10.14,2.298850575,2.67,0.337,1.35,original
1460,A549,MTS,CuO,48,50,85.99,5,-8,2.298850575,2.67,0.337,1.35,original
1461,A549,MTS,CuO,48,50,102.17,10,-8,2.298850575,2.67,0.337,1.35,original
1462,A549,MTS,CuO,48,50,105.31,20,31.38,2.298850575,2.67,0.337,1.35,original
1463,A549,MTS,CuO,48,50,112.56,40,-8.72,2.298850575,2.67,0.337,1.35,original
1464,A549,MTS,CuO,72,50,70.29,5,-16.5,2.298850575,2.67,0.337,1.35,original
1465,A549,MTS,CuO,72,50,100.97,10,-8,2.298850575,2.67,0.337,1.35,original
1466,L929,MTT,CeO2,72,50,107.73,20,-8,3.96039604,2.666666667,-0.87,1.85,original
1467,L929,MTT,CeO2,72,50,117.63,40,-24.52,3.96039604,2.666666667,-0.87,1.85,original
1468,L929,MTT,CeO2,24,50,62.53,5,-7.05,3.96039604,2.666666667,-0.87,1.85,original
1469,L929,MTT,CeO2,24,50,106.21,10,-38.6,3.96039604,2.666666667,-0.87,1.85,original
1470,L929,MTT,CeO2,24,50,108.59,20,3.51,3.96039604,2.666666667,-0.87,1.85,original
1471,neuro2A,MTT,CeO2,24,50,108.59,40,-7.28,3.96039604,2.666666667,-0.87,1.85,original
1472,neuro2A,MTT,CeO2,48,50,63.246,5,-40.5,3.96039604,2.666666667,-0.87,1.85,original
1473,neuro2A,MTT,CeO2,48,50,102.63,10,-8,3.96039604,2.666666667,-0.87,1.85,original
1474,neuro2A,MTT,CeO2,48,50,107.88,20,31.38,3.96039604,2.666666667,-0.87,1.85,original
1475,neuro2A,MTT,CeO2,48,50,106.44,40,-8.72,3.96039604,2.666666667,-0.87,1.85,original
1476,neuro2A,MTT,CeO2,72,50,65.394,5,-25,3.96039604,2.666666667,-0.87,1.85,original
1477,A549,CCK-8,ZnO,72,50,99.523,10,-8,2.272727273,2.545,-0.7618,1.35,original
1478,A549,CCK-8,ZnO,72,50,103.1,20,-8,2.272727273,2.545,-0.7618,1.35,original
1479,A549,CCK-8,ZnO,72,50,105.49,40,-31.8,2.272727273,2.545,-0.7618,1.35,original
1480,A549,CCK-8,ZnO,24,25,92.269,65,-30,2.272727273,2.545,-0.7618,1.35,original
1481,A549,CCK-8,ZnO,24,50,81.345,65,-30,2.272727273,2.545,-0.7618,1.35,original
1482,A549,CCK-8,ZnO,24,100,76.975,65,-30,2.272727273,2.545,-0.7618,1.35,original
1483,HEK,MTT,ZnO,24,200,67.563,65,-30,2.272727273,2.545,-0.7618,1.35,original
1484,HEK,MTT,ZnO,48,25,90.588,65,-30,2.272727273,2.545,-0.7618,1.35,original
1485,HEK,MTT,ZnO,48,50,74.286,65,-30,2.272727273,2.545,-0.7618,1.35,original
1486,HEK,MTT,ZnO,48,100,60.168,65,-30,2.272727273,2.545,-0.7618,1.35,original
1487,HEK,MTT,ZnO,48,200,48.235,65,-30,2.272727273,2.545,-0.7618,1.35,original
1488,HEK,MTT,ZnO,24,2.5,96.998,173.48,71.7,2.272727273,2.545,-0.7618,1.35,original
1489,HEK,MTT,ZnO,24,5,94.934,173.48,71.7,2.272727273,2.545,-0.7618,1.35,original
1490,HEK,MTT,ZnO,24,10,88.743,173.48,71.7,2.272727273,2.545,-0.7618,1.35,original
1491,HEK,MTT,ZnO,24,20,62.477,173.48,71.7,2.272727273,2.545,-0.7618,1.35,original
1492,HEK,MTT,ZnO,24,40,48.593,173.48,71.7,2.272727273,2.545,-0.7618,1.35,original
1493,HEK,MTT,ZnO,24,80,35.084,173.48,71.7,2.272727273,2.545,-0.7618,1.35,original
1494,HEK,MTT,ZnO,24,100,35.084,173.48,71.7,2.272727273,2.545,-0.7618,1.35,original
1495,HEK,MTT,ZnO,24,2.5,96.811,60.21,71.7,2.272727273,2.545,-0.7618,1.35,original
1496,HEK,MTT,ZnO,24,5,92.495,60.21,71.7,2.272727273,2.545,-0.7618,1.35,original
1497,HEK,MTT,ZnO,24,10,81.614,60.21,71.7,2.272727273,2.545,-0.7618,1.35,original
1498,AGS,MTS,TiO2,24,20,68.48,60.21,71.7,5.369127517,2.806666667,-0.93,1.4,original
1499,AGS,MTS,TiO2,24,40,40.525,60.21,71.7,5.369127517,2.806666667,-0.93,1.4,original
1500,AGS,MTS,TiO2,24,80,38.837,60.21,71.7,5.369127517,2.806666667,-0.93,1.4,original
1501,AGS,MTS,TiO2,24,100,36.21,60.21,71.7,5.369127517,2.806666667,-0.93,1.4,original
1502,AGS,MTS,TiO2,24,2.5,93.996,40.44,71.7,5.369127517,2.806666667,-0.93,1.4,original
1503,AGS,MTS,TiO2,24,5,90.619,40.44,71.7,5.369127517,2.806666667,-0.93,1.4,original
1504,AGS,MTS,TiO2,24,10,85.741,40.44,71.7,5.369127517,2.806666667,-0.93,1.4,original
1505,AGS,MTS,TiO2,24,20,67.167,40.44,71.7,5.369127517,2.806666667,-0.93,1.4,original
1506,AGS,MTS,TiO2,24,40,40.901,40.44,71.7,5.369127517,2.806666667,-0.93,1.4,original
1507,AGS,MTS,TiO2,24,80,33.021,40.44,71.7,5.369127517,2.806666667,-0.93,1.4,original
1508,AGS,MTS,TiO2,24,100,34.522,40.44,71.7,5.369127517,2.806666667,-0.93,1.4,original
1509,AGS,MTS,TiO2,24,2.5,90.807,18.76,71.7,5.369127517,2.806666667,-0.93,1.4,original
1510,AGS,MTS,TiO2,24,5,83.677,18.76,71.7,5.369127517,2.806666667,-0.93,1.4,original
1511,AGS,MTS,TiO2,24,10,79.362,18.76,71.7,5.369127517,2.806666667,-0.93,1.4,original
1512,AGS,MTS,TiO2,24,20,67.73,18.76,71.7,5.369127517,2.806666667,-0.93,1.4,original
1513,AGS,MTS,TiO2,24,40,36.023,18.76,71.7,5.369127517,2.806666667,-0.93,1.4,original
1514,AGS,MTS,TiO2,24,80,29.268,18.76,71.7,5.369127517,2.806666667,-0.93,1.4,original
1515,AGS,MTS,TiO2,24,100,24.578,18.76,71.7,5.369127517,2.806666667,-0.93,1.4,original
1516,AGS,MTS,TiO2,24,50,92,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1517,AGS,MTS,TiO2,24,100,85.4,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1518,AGS,MTS,TiO2,24,200,66.4,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1519,AGS,MTS,TiO2,48,50,85.2,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1520,AGS,MTS,TiO2,48,100,69.1,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1521,AGS,MTS,TiO2,48,200,44.8,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1522,AGS,MTS,TiO2,72,50,79.1,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1523,AGS,MTS,TiO2,72,100,63.3,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1524,AGS,MTS,TiO2,72,200,32.7,15,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1525,AGS,MTS,TiO2,24,1,104.88,24,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1526,AGS,MTS,TiO2,24,2.5,101.8,24,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1527,AGS,MTS,TiO2,24,5,101.8,24,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1528,AGS,MTS,TiO2,24,10,105.66,24,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1529,AGS,MTS,TiO2,24,50,91.517,24,-8.72,5.369127517,2.806666667,-0.93,1.4,original
1530,AGS,MTS,TiO2,24,1,94.962,65.17,-32.68,5.369127517,2.806666667,-0.93,1.4,original
1531,AGS,MTS,TiO2,24,2,73.056,65.17,-23.3,5.369127517,2.806666667,-0.93,1.4,original
1532,AGS,MTS,TiO2,24,5,56.079,65.17,50.25,5.369127517,2.806666667,-0.93,1.4,original
1533,AGS,MTS,TiO2,24,10,38.116,65.17,50.25,5.369127517,2.806666667,-0.93,1.4,original
1534,AGS,MTS,TiO2,24,25,21.139,65.17,-1.93,5.369127517,2.806666667,-0.93,1.4,original
1535,AGS,MTS,TiO2,48,1,92.662,65.17,28.8,5.369127517,2.806666667,-0.93,1.4,original
1536,AGS,MTS,TiO2,48,2,60.789,65.17,50.25,5.369127517,2.806666667,-0.93,1.4,original
1537,AGS,MTS,TiO2,48,5,44.907,65.17,28.8,5.369127517,2.806666667,-0.93,1.4,original
1538,AGS,MTS,TiO2,48,10,28.478,65.17,-1.55,5.369127517,2.806666667,-0.93,1.4,original
1539,AGS,MTS,TiO2,48,25,12.486,65.17,49.78,5.369127517,2.806666667,-0.93,1.4,original
1540,HepG2,MTT,Ag,24,25,96.919,4,-8,0,1.93,0.7996,1.6,original
1541,HepG2,MTT,Ag,24,50,87.441,4,-8,0,1.93,0.7996,1.6,original
1542,HepG2,MTT,Ag,24,100,82.227,4,-8,0,1.93,0.7996,1.6,original
1543,HepG2,MTT,Ag,24,200,78.436,4,-8,0,1.93,0.7996,1.6,original
1544,HepG2,MTT,Ag,24,400,57.109,4,-8,0,1.93,0.7996,1.6,original
1545,HepG2,MTT,Ag,48,25,97.867,4,-8,0,1.93,0.7996,1.6,original
1546,HepG2,MTT,Ag,48,50,91.469,4,-8,0,1.93,0.7996,1.6,original
1547,HepG2,MTT,Ag,48,100,86.256,4,-8,0,1.93,0.7996,1.6,original
1548,3T3-L1,MTT,MgO,48,200,77.962,4,-8,2.325581395,2.375,-2.372,1.5,original
1549,3T3-L1,MTT,MgO,48,400,55.924,4,-8,2.325581395,2.375,-2.372,1.5,original
1550,3T3-L1,MTT,MgO,72,25,90.047,4,-8,2.325581395,2.375,-2.372,1.5,original
1551,3T3-L1,MTT,MgO,72,50,87.441,4,-8,2.325581395,2.375,-2.372,1.5,original
1552,3T3-L1,MTT,MgO,72,100,77.962,4,-8,2.325581395,2.375,-2.372,1.5,original
1553,3T3-L1,MTT,MgO,72,200,68.483,4,-8,2.325581395,2.375,-2.372,1.5,original
1554,3T3-L1,MTT,MgO,72,400,43.365,4,-8,2.325581395,2.375,-2.372,1.5,original
1555,3T3-L1,MTT,MgO,24,25,98.832,4,-8,2.325581395,2.375,-2.372,1.5,original
1556,3T3-L1,MTT,MgO,24,50,90.888,4,-8,2.325581395,2.375,-2.372,1.5,original
1557,3T3-L1,MTT,MgO,24,100,89.486,4,-8,2.325581395,2.375,-2.372,1.5,original
1558,3T3-L1,MTT,MgO,24,200,79.907,4,-8,2.325581395,2.375,-2.372,1.5,original
1559,3T3-L1,MTT,MgO,24,400,54.206,4,-8,2.325581395,2.375,-2.372,1.5,original
1560,3T3-L1,MTT,MgO,48,25,96.262,4,-8,2.325581395,2.375,-2.372,1.5,original
1561,3T3-L1,MTT,MgO,48,50,89.486,4,-8,2.325581395,2.375,-2.372,1.5,original
1562,3T3-L1,MTT,MgO,48,100,84.112,4,-8,2.325581395,2.375,-2.372,1.5,original
1563,VERO,MTT,MgO,48,200,78.972,4,-8,2.325581395,2.375,-2.372,1.5,original
1564,VERO,MTT,MgO,48,400,54.673,4,-8,2.325581395,2.375,-2.372,1.5,original
1565,VERO,MTT,MgO,72,25,98.131,4,-8,2.325581395,2.375,-2.372,1.5,original
1566,VERO,MTT,MgO,72,50,88.318,4,-8,2.325581395,2.375,-2.372,1.5,original
1567,VERO,MTT,MgO,72,100,85.28,4,-8,2.325581395,2.375,-2.372,1.5,original
1568,HepG2,MTT,ZnO,72,200,65.187,4,-8,2.272727273,2.545,-0.7618,1.35,original
1569,HepG2,MTT,ZnO,72,400,47.897,4,-8,2.272727273,2.545,-0.7618,1.35,original
1570,HepG2,MTT,ZnO,24,25,98.293,4,-8,2.272727273,2.545,-0.7618,1.35,original
1571,HepG2,MTT,ZnO,24,50,93.902,4,-8,2.272727273,2.545,-0.7618,1.35,original
1572,HepG2,MTT,ZnO,24,100,87.317,4,-8,2.272727273,2.545,-0.7618,1.35,original
1573,HepG2,MTT,ZnO,24,200,79.268,4,-8,2.272727273,2.545,-0.7618,1.35,original
1574,HepG2,MTT,ZnO,24,400,50,4,-8,2.272727273,2.545,-0.7618,1.35,original
1575,HepG2,MTT,ZnO,48,25,92.927,4,-8,2.272727273,2.545,-0.7618,1.35,original
1576,HepG2,MTT,ZnO,48,50,95.61,4,-8,2.272727273,2.545,-0.7618,1.35,original
1577,HepG2,MTT,ZnO,48,100,91.951,4,-8,2.272727273,2.545,-0.7618,1.35,original
1578,HepG2,MTT,ZnO,48,200,74.878,4,-8,2.272727273,2.545,-0.7618,1.35,original
1579,HepG2,MTT,ZnO,48,400,54.39,4,-8,2.272727273,2.545,-0.7618,1.35,original
1580,HepG2,MTT,ZnO,72,25,91.951,4,-8,2.272727273,2.545,-0.7618,1.35,original
1581,HepG2,MTT,ZnO,72,50,76.585,4,-8,2.272727273,2.545,-0.7618,1.35,original
1582,HepG2,MTT,ZnO,72,100,70.488,4,-8,2.272727273,2.545,-0.7618,1.35,original
1583,HepG2,MTT,ZnO,72,200,70.488,4,-8,2.272727273,2.545,-0.7618,1.35,original
1584,HepG2,MTT,ZnO,72,400,41.951,4,-8,2.272727273,2.545,-0.7618,1.35,original
1585,HepG2,MTT,ZnO,24,25,83.575,12.5,-40.5,2.272727273,2.545,-0.7618,1.35,original
1586,HaCat,CCK-8,SiO2,24,50,77.536,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1587,HaCat,CCK-8,SiO2,24,100,69.324,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1588,HaCat,CCK-8,SiO2,24,200,50.242,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1589,HaCat,CCK-8,SiO2,24,400,35.024,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1590,HaCat,CCK-8,SiO2,48,25,80.918,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1591,HaCat,CCK-8,SiO2,48,50,70.048,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1592,HaCat,CCK-8,SiO2,48,100,58.454,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
1593,HaCat,CCK-8,SiO2,48,200,44.203,12.5,-40.5,7.407407407,2.926666667,-1.2,1.1,original
